ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
10319,73,59.25,6,4287.02,2025-04-16,Cancelled,2,4,2025,Trucks and Buses,60.09,S72_5099,Jackson PLC,+1-552-458-3292,687 Kelley Knoll,Apt. 977,West Lisashire,FM,13944,Niger,LATAM,Weaver,Alexa,Medium,Cash
15059,8,82.89,10,889.15,2025-01-10,Shipped,1,1,2025,Vintage Cars,99.23,S80_9560,Medina-Moore,(930)299-3295,7288 Wilson Terrace Apt. 995,Suite 673,Jenniferberg,MN,62617,Bahrain,APAC,Williams,Mariah,Small,Credit Card
14517,20,80.19,9,1532.32,2025-03-01,On Hold,1,3,2025,Classic Cars,94.52,S52_3070,Miller-Bryant,2595641567,747 Francis Spurs,Suite 387,Markberg,KY,53192,Norway,EMEA,Lee,Christopher,Small,Bank Transfer
13329,19,85.95,6,1691.17,2025-04-21,Resolved,2,4,2025,Ships,77.16,S96_3890,Baker Ltd,527.724.1704x48909,89297 David Field Apt. 277,Suite 516,Adammouth,HI,31932,Paraguay,APAC,Pratt,Maurice,Small,Credit Card
14452,23,70.14,4,1615.8,2025-02-23,Cancelled,1,2,2025,Classic Cars,70.77,S20_6793,"Smith, Price and Johnson",001-560-907-4537x1354,49347 Hall Lights,Suite 654,Thomasmouth,GU,3824,Costa Rica,LATAM,Andrade,Logan,Small,PayPal
13242,27,114.54,5,3019.35,2025-05-03,Cancelled,2,5,2025,Classic Cars,93.66,S31_4622,"Reed, Barnes and Clark",+1-571-902-2606x892,6839 Kelly Plains Apt. 784,Apt. 068,Williamburgh,SC,94320,Bermuda,LATAM,Park,William,Medium,Credit Card
29896,16,31.34,3,473.94,2025-02-10,Cancelled,1,2,2025,Trains,32.89,S64_1596,Sparks-Warren,(230)608-4823,00810 Day Mission,Suite 301,East Joel,ME,5640,Bermuda,LATAM,Rodriguez,Melissa,Small,Credit Card
25140,31,52.73,4,1622.53,2025-06-03,Cancelled,2,6,2025,Motorcycles,45.75,S90_5202,"Travis, Benson and Watson",793-690-5098x92967,5087 Levine Spur,Apt. 072,Port Karen,SC,23044,Isle of Man,LATAM,Henson,William,Small,PayPal
26236,47,78.47,1,3577.77,2025-01-23,Resolved,1,1,2025,Motorcycles,75.05,S29_6506,"Smith, Hernandez and Avila",+1-691-351-5519x3225,9431 Sydney Squares,Suite 854,Lake Ann,MH,65336,Estonia,LATAM,Williams,Mark,Medium,PayPal
22875,32,46.89,10,1540.41,2025-05-05,In Process,2,5,2025,Motorcycles,41.81,S88_9607,"Rangel, Swanson and Adkins",+1-606-941-6850x9900,04145 Susan Hill,Suite 145,Trevorland,SC,3988,Saint Pierre and Miquelon,LATAM,Martin,Amber,Small,Credit Card
15562,26,23.58,8,562.75,2025-06-11,Cancelled,2,6,2025,Trains,27.75,S90_1677,"Brown, Johnson and Walker",785.253.0196x1419,841 Wendy Corner,Suite 464,North Rebeccaland,GU,88066,British Virgin Islands,LATAM,Smith,Christie,Small,Credit Card
13840,86,77.22,5,6594.39,2025-04-18,Cancelled,2,4,2025,Trucks and Buses,64.74,S12_3418,"Williams, Butler and Underwood",001-702-314-7226x245,37174 Taylor Motorway Apt. 697,Apt. 850,East Donna,WV,1185,Liberia,LATAM,Allen,Tara,Large,Bank Transfer
21390,27,44.03,10,1172.92,2025-05-07,Shipped,2,5,2025,Trains,37.17,S29_4561,Solis-King,766-797-3805x96566,1800 Harris Lights Apt. 447,Apt. 823,Deborahbury,MA,46301,Nauru,EMEA,Daniels,Christine,Small,Bank Transfer
17144,13,40.48,6,295.58,2025-06-16,Cancelled,2,6,2025,Trains,35.42,S38_9993,Jones-Lawson,883-995-9387,095 Holly Hill,Apt. 224,Reidburgh,MN,43583,New Zealand,APAC,Manning,Christopher,Small,Credit Card
23415,8,103.72,2,863.89,2025-01-07,Resolved,1,1,2025,Vintage Cars,92.32,S41_2921,Ramirez-Robinson,(265)574-8071x870,946 Gibson Junctions,Suite 693,West Melanieville,NM,59419,Netherlands,EMEA,Padilla,Steven,Small,Bank Transfer
11784,44,54.38,3,2352.03,2025-04-14,Cancelled,2,4,2025,Motorcycles,61.95,S47_9722,Avila-Silva,508.667.6047,76394 Bruce Fork,Suite 880,Richardtown,NY,56798,Philippines,LATAM,Banks,Jenna,Medium,Bank Transfer
23551,49,41.49,1,2099.35,2025-04-21,Shipped,2,4,2025,Motorcycles,41.02,S27_7649,"Potts, Whitney and Myers",(386)521-2298,423 Vicki River,Suite 925,South Lori,PA,56756,Netherlands Antilles,APAC,Peterson,Joseph,Medium,PayPal
22006,28,87.8,7,2409.36,2025-01-05,In Process,1,1,2025,Classic Cars,71.13,S78_2982,"Robinson, Cole and Vang",+1-783-236-3564x195,24583 Karen Curve,Suite 386,West Eric,MS,68311,Svalbard & Jan Mayen Islands,APAC,Hoffman,Andrea,Medium,PayPal
12691,6,95.04,2,590.13,2025-01-23,In Process,1,1,2025,Ships,103.46,S92_6205,"Paul, Foster and Lopez",288-574-0832x11551,990 Lamb Garden Suite 825,Apt. 949,South Mirandaview,CA,3594,Netherlands Antilles,LATAM,Powers,Maria,Small,Bank Transfer
25917,35,42.91,5,1486.28,2025-01-11,Shipped,1,1,2025,Motorcycles,36.87,S61_1859,Martinez-Ramirez,+1-352-555-5449x1789,8770 Potter Trace,Suite 785,West Justinview,IN,93149,Burkina Faso,APAC,Reyes,Christopher,Small,Credit Card
23441,45,66.96,4,3007.36,2025-02-04,Shipped,1,2,2025,Classic Cars,73.84,S79_2680,Williams-Mckinney,957-250-8673x95488,087 Nicole Springs Apt. 819,Suite 946,Perezside,HI,31733,Venezuela,EMEA,Allen,Christopher,Medium,Credit Card
28512,77,88.86,1,6976.14,2025-06-06,Shipped,2,6,2025,Trucks and Buses,77.0,S65_9143,Mccarthy-Evans,(925)266-1936x5629,5741 Jason Mountain Suite 290,Apt. 544,New Loriland,PR,8430,Colombia,LATAM,Barron,Robert,Large,Credit Card
20496,56,68.35,7,3750.72,2025-01-27,Shipped,1,1,2025,Trucks and Buses,72.05,S18_5069,Frost-Lucas,001-973-835-5001x882,3932 Kelsey Greens Suite 386,Apt. 013,Melissaview,NC,28615,Senegal,EMEA,Phillips,Heidi,Medium,Credit Card
13633,67,88.1,10,5974.07,2025-06-01,Cancelled,2,6,2025,Trucks and Buses,79.32,S56_5969,Cummings Inc,(772)363-6092x1321,917 Craig Harbors Suite 946,Apt. 863,South Ronald,HI,74065,Egypt,EMEA,Carter,Mary,Large,Credit Card
20405,50,75.97,6,3791.11,2025-02-25,Shipped,1,2,2025,Classic Cars,81.73,S72_1988,Bennett Group,(755)644-4924x781,817 Nguyen Plain,Apt. 485,Tammytown,OK,9432,Japan,APAC,Cunningham,Wesley,Medium,Credit Card
18685,10,109.78,5,1188.51,2025-03-27,Cancelled,1,3,2025,Vintage Cars,106.55,S21_8749,Green-Jacobson,+1-504-308-5122x7212,543 Love Ford Suite 526,Apt. 751,North Ashley,OH,23379,Monaco,EMEA,Zimmerman,Geoffrey,Small,Bank Transfer
12871,51,72.75,8,3740.56,2025-04-30,In Process,2,4,2025,Motorcycles,73.83,S85_6439,Rios-Sellers,+1-697-402-9629x796,5644 Smith Rapids Suite 338,Apt. 683,Darrylville,MI,5862,Romania,APAC,Hansen,Gregory,Medium,Cash
26600,38,68.16,6,2666.6,2025-02-26,On Hold,1,2,2025,Motorcycles,67.95,S36_9979,Mcgee-Shepherd,713.294.9172x622,1165 Nunez Ferry Suite 592,Apt. 112,South Melindamouth,WA,52747,Puerto Rico,LATAM,Miller,Kaitlin,Medium,Credit Card
26572,9,107.88,9,1015.21,2025-02-27,Shipped,1,2,2025,Ships,99.14,S61_3601,Cole-Jones,709-279-1342,5305 Hill Ridges Suite 760,Suite 364,Phillipbury,NM,22538,Bahamas,LATAM,Allen,Chad,Small,Credit Card
11426,22,38.77,4,873.42,2025-06-18,Shipped,2,6,2025,Trains,38.62,S77_1437,"Jensen, Hayes and Mason",466.208.6273x7041,99316 Bryant Rapids Suite 433,Apt. 078,Lake Brent,IA,73872,Mali,LATAM,Martinez,Joseph,Small,Credit Card
13431,19,27.28,6,533.76,2025-01-30,On Hold,1,1,2025,Trains,28.8,S99_6097,Martinez-Griffin,995-481-4434,3609 Deanna Coves,Suite 639,Jasonburgh,IA,99577,Norway,EMEA,Mccullough,Samantha,Small,Bank Transfer
29713,45,61.78,4,2824.67,2025-06-26,Shipped,2,6,2025,Motorcycles,53.79,S30_1815,Scott-Lyons,621.651.1872x5245,0870 Russell Neck Apt. 172,Suite 047,Catherineland,WV,44746,Lebanon,APAC,Reyes,David,Medium,Credit Card
10577,56,53.4,2,2980.22,2025-02-16,Shipped,1,2,2025,Motorcycles,62.82,S40_6866,"Jenkins, Anderson and Curtis",329.536.6207x230,03876 Pennington Ports,Apt. 205,Port Robin,NV,85745,Eritrea,EMEA,Ortega,Randy,Medium,Credit Card
20340,7,123.63,3,931.1,2025-05-22,In Process,2,5,2025,Vintage Cars,114.36,S41_5781,Lynch-Robinson,(957)453-5077,16424 Nicole Island,Suite 705,Port Ashleyville,MN,66730,Nicaragua,EMEA,Matthews,Rachel,Small,Credit Card
15907,10,149.9,1,1456.42,2025-02-12,Shipped,1,2,2025,Ships,171.74,S78_3040,Morgan-Jackson,(939)661-5224,3079 Victoria Island Apt. 172,Apt. 062,West Maryton,ME,26007,Lao People's Democratic Republic,APAC,Soto,Ronnie,Small,PayPal
23768,13,41.57,3,403.27,2025-03-29,On Hold,1,3,2025,Trains,46.98,S36_1532,Ford Inc,281-702-2336x241,7117 Francisco Port,Suite 896,Davidshire,NY,68338,Afghanistan,APAC,Walter,Mark,Small,Credit Card
17861,7,120.76,8,835.67,2025-04-19,Cancelled,2,4,2025,Ships,141.42,S30_4148,"Austin, Murphy and Hammond",405.408.6603x67364,241 Maria Ferry Suite 322,Suite 328,South Donaldberg,CT,18782,Cote d'Ivoire,LATAM,Weber,Michelle,Small,PayPal
12796,52,41.83,6,2130.58,2025-03-25,In Process,1,3,2025,Motorcycles,40.3,S45_5524,Gutierrez Inc,(647)343-1589x712,358 Angela Mission Suite 724,Apt. 749,New Lauren,OK,10104,Azerbaijan,EMEA,Moore,Victoria,Medium,Credit Card
16345,64,58.18,3,3631.59,2025-05-27,Shipped,2,5,2025,Trucks and Buses,48.57,S62_4791,Parker-Lucas,+1-332-773-5573x583,554 Massey Garden,Suite 953,Kimberlychester,WA,75703,Palau,APAC,Macdonald,Matthew,Medium,Credit Card
27852,47,52.52,6,2495.55,2025-02-15,In Process,1,2,2025,Motorcycles,61.57,S30_1402,Hughes-Rollins,(841)578-3299x858,75955 Skinner Ports,Suite 038,Port Eric,WA,9685,Cameroon,EMEA,Benton,Jesse,Medium,Credit Card
10685,6,122.58,2,674.05,2025-03-13,In Process,1,3,2025,Vintage Cars,104.59,S77_5665,Brown and Sons,+1-631-825-2206x418,3261 Benjamin Springs,Apt. 867,Michealchester,NV,91663,Ghana,LATAM,Clark,Tiffany,Small,PayPal
11132,13,102.09,10,1386.53,2025-03-26,In Process,1,3,2025,Planes,90.51,S54_6592,Simpson Group,(324)751-0192x0640,4780 Dennis Inlet,Suite 246,New Emilyland,WY,68648,Slovenia,LATAM,Hutchinson,Brittany,Small,PayPal
22756,57,73.82,7,4243.44,2025-02-21,Shipped,1,2,2025,Motorcycles,73.94,S81_8150,"Tate, Clark and Cruz",+1-781-669-2530x0792,61877 Adams Field,Apt. 049,Port Jordan,ID,4462,Congo,LATAM,Collins,Ashley,Medium,PayPal
26981,16,36.2,1,617.06,2025-05-07,Shipped,2,5,2025,Trains,38.43,S53_6257,"Cobb, Pearson and Cruz",545-292-4901x41359,9560 Deborah Overpass,Suite 136,Gallegosstad,NC,45937,Indonesia,EMEA,Collins,Megan,Small,Credit Card
23288,14,43.63,10,566.45,2025-02-23,Shipped,1,2,2025,Trains,49.41,S41_4004,"Williams, Booker and Craig",+1-276-434-2598x1432,8821 Stanton Harbor Suite 308,Apt. 104,West Deannafurt,AK,66592,Belgium,LATAM,Duran,Emma,Small,Credit Card
27932,68,77.68,8,5325.1,2025-01-19,On Hold,1,1,2025,Trucks and Buses,90.04,S92_2384,"Sanchez, Gonzales and Goodman",(358)483-8482x648,11764 Phelps Union,Apt. 357,Port Isabel,TN,97004,Bouvet Island (Bouvetoya),APAC,White,Alexis,Large,PayPal
21949,56,79.02,5,4460.0,2025-02-04,Shipped,1,2,2025,Motorcycles,76.68,S99_3922,"Torres, Mayo and Johnson",657-213-9549x3234,01490 Castro Skyway Suite 953,Suite 278,Piercestad,FL,9441,Costa Rica,LATAM,Howard,Matthew,Medium,Credit Card
21283,45,86.63,5,3869.1,2025-02-26,Cancelled,1,2,2025,Classic Cars,72.31,S84_1134,Deleon LLC,001-559-401-2409x033,931 Jennifer Run Apt. 147,Apt. 555,Murrayside,NM,49450,Wallis and Futuna,LATAM,Davis,Eric,Medium,Credit Card
16883,14,117.33,10,1626.97,2025-05-10,Shipped,2,5,2025,Ships,109.47,S70_1745,Bates Ltd,841.430.8131x39250,75057 Courtney Motorway Suite 137,Suite 083,Wallburgh,WV,33001,Gambia,LATAM,Owen,Lisa,Small,Credit Card
27438,54,87.08,8,4670.99,2025-05-16,Shipped,2,5,2025,Trucks and Buses,76.1,S38_3640,Lam Ltd,001-259-599-8036x4134,534 Garza Ferry,Suite 992,New Dianechester,AL,98883,Bulgaria,LATAM,Kline,Jacob,Medium,Cash
15927,33,63.11,8,1880.21,2025-01-14,On Hold,1,1,2025,Motorcycles,72.33,S37_8467,Butler-Ruiz,873-451-5322,76612 Marshall Pines,Suite 182,Nicholashaven,WY,1472,Indonesia,LATAM,Richards,Jennifer,Small,Credit Card
15393,24,83.84,3,2062.71,2025-05-24,On Hold,2,5,2025,Classic Cars,71.87,S33_8279,Thomas LLC,001-292-741-0318,2358 Douglas Rapid Suite 319,Apt. 977,Daniellebury,GA,20605,South Africa,LATAM,Anthony,Marissa,Medium,PayPal
25721,37,74.56,3,2841.1,2025-04-05,Shipped,2,4,2025,Motorcycles,63.15,S35_6068,Hull-Brown,388.985.0837x42768,069 Page Station Suite 492,Suite 830,North Jacqueline,MS,75043,Christmas Island,APAC,Riley,John,Medium,Bank Transfer
29477,30,93.23,7,2830.94,2025-01-22,Shipped,1,1,2025,Classic Cars,94.51,S73_3876,"Johnson, Maynard and Johnson",556-562-1782,179 Lopez Cape,Suite 308,Port Joshua,KY,85229,Tanzania,EMEA,Glenn,Scott,Medium,Credit Card
23977,34,79.34,8,2748.86,2025-03-11,Cancelled,1,3,2025,Motorcycles,76.9,S60_7810,"Cummings, Barnett and Price",261.632.6446x708,1437 Joyce Hill Suite 491,Suite 890,South Valerie,WV,62988,Brunei Darussalam,LATAM,Stokes,Steven,Medium,Credit Card
16999,38,58.94,5,2449.21,2025-05-25,Shipped,2,5,2025,Motorcycles,52.26,S32_8345,"Morgan, Cook and Larsen",(707)349-2925,72843 Mejia Park Apt. 378,Apt. 725,Alexberg,FL,20162,Uzbekistan,APAC,Jones,Michael,Medium,PayPal
19289,45,109.53,5,4904.14,2025-01-06,Shipped,1,1,2025,Classic Cars,105.47,S90_5759,Lucero LLC,4012945306,82171 Cheryl Burg,Apt. 104,Port Georgeside,TN,92877,Peru,APAC,Gonzalez,Christian,Medium,PayPal
19350,47,80.68,4,3853.23,2025-01-12,In Process,1,1,2025,Classic Cars,73.26,S60_3282,Dean-West,266-760-2532x21969,2828 Jon Causeway Suite 180,Apt. 954,East Laura,AS,48823,Dominican Republic,LATAM,Gutierrez,Virginia,Medium,Credit Card
25665,14,147.94,2,2056.84,2025-04-08,Shipped,2,4,2025,Ships,164.0,S55_7391,"White, Cunningham and Mcdaniel",610-553-1100x9292,93664 Steven Parks Suite 661,Apt. 368,Vasquezmouth,MP,33837,New Zealand,LATAM,Combs,Rachel,Medium,PayPal
13638,10,135.09,5,1381.78,2025-05-13,Shipped,2,5,2025,Ships,152.73,S20_3433,"Wright, Rodriguez and Allen",614-920-6800x13574,88248 Thomas Shore,Suite 619,Susanton,NC,24263,Bouvet Island (Bouvetoya),EMEA,Lopez,Heidi,Small,Credit Card
21769,37,78.58,4,2896.94,2025-03-22,Shipped,1,3,2025,Classic Cars,75.5,S97_7812,Rice-Middleton,(267)546-7545x67711,61905 Coleman Cliff,Suite 301,Morrishaven,TX,13283,Saint Vincent and the Grenadines,LATAM,May,Mary,Medium,PayPal
19578,17,28.33,10,472.69,2025-02-02,Shipped,1,2,2025,Trains,31.94,S20_5079,Fowler-Bell,9169819283,954 Christina Lodge Apt. 872,Suite 601,Schultzland,MN,36325,Christmas Island,EMEA,Mendoza,Sharon,Small,PayPal
11681,29,106.25,8,3086.39,2025-03-24,On Hold,1,3,2025,Classic Cars,112.66,S27_5437,"Turner, Gonzalez and Patterson",561-887-3761x718,08585 Moore Divide Apt. 061,Suite 968,Kennethshire,IA,3963,Turkmenistan,APAC,Barrera,Jared,Medium,Credit Card
23841,6,132.0,4,790.96,2025-05-13,Cancelled,2,5,2025,Ships,146.55,S10_3849,"Scott, Brown and Johnson",367-480-5854x746,4629 Steven Port,Suite 427,Louishaven,NC,95816,Wallis and Futuna,LATAM,Martinez,Sharon,Small,Cash
28493,8,148.75,5,1174.92,2025-01-09,Cancelled,1,1,2025,Ships,165.89,S18_1169,Farmer Ltd,991-475-9503,3996 Mullen Expressway Suite 059,Apt. 346,West Lisa,GA,86656,Tanzania,APAC,Johnson,Kathleen,Small,PayPal
10736,78,69.3,6,5350.0,2025-02-14,Shipped,1,2,2025,Trucks and Buses,74.46,S46_3475,Bowman Ltd,282-615-7825x49314,799 Duncan Port,Suite 795,Keithburgh,WY,49796,Nepal,EMEA,Davidson,Brandon,Large,Credit Card
12174,13,146.95,5,1901.01,2025-05-25,Resolved,2,5,2025,Ships,134.63,S43_3018,Johnson Inc,+1-292-277-9445x809,830 Jennifer Knoll,Suite 770,Williamsborough,MT,17549,Tonga,LATAM,Castillo,Margaret,Small,Cash
16695,83,86.01,6,7140.79,2025-06-17,Resolved,2,6,2025,Trucks and Buses,96.26,S91_8271,Boyer-Collins,974-687-5598x15954,84516 Kathryn Turnpike Apt. 431,Suite 553,New Noah,NV,85420,Christmas Island,LATAM,Gilbert,Yvonne,Large,PayPal
29352,51,43.86,3,2223.19,2025-02-15,Resolved,1,2,2025,Motorcycles,47.03,S40_2916,Cameron-Mack,+1-880-741-5276x33267,239 Peterson Lakes,Suite 091,Andrewsport,DC,26667,Hungary,LATAM,Maynard,Jonathan,Medium,PayPal
26594,17,27.9,10,416.2,2025-03-05,Cancelled,1,3,2025,Trains,28.82,S31_9030,Vaughn-Ruiz,9552577172,180 Jennifer Station,Apt. 044,Davidview,MO,65470,Congo,LATAM,Gutierrez,Joyce,Small,Credit Card
18955,15,189.2,9,2279.1,2025-02-08,In Process,1,2,2025,Planes,194.25,S38_6125,Gallegos Inc,592.512.8286,21444 Dana Squares Suite 447,Apt. 389,Hodgeshaven,PA,70915,Guyana,APAC,Rivera,Dan,Medium,Credit Card
13537,45,115.97,3,5310.11,2025-01-11,Shipped,1,1,2025,Classic Cars,106.32,S66_9479,"Miller, Newton and Barry",4889561656,0970 Christina Roads,Apt. 107,Shawnfurt,LA,86414,Bolivia,APAC,Ware,Charlene,Large,Cash
29701,36,45.81,3,1687.4,2025-03-07,In Process,1,3,2025,Motorcycles,40.39,S12_9338,"Daniels, Becker and Ward",+1-879-458-4414,3794 Pollard Shores Suite 655,Apt. 344,North Cherylberg,VT,20957,Kazakhstan,LATAM,Peters,Benjamin,Small,Bank Transfer
25133,34,69.91,8,2512.18,2025-02-11,Shipped,1,2,2025,Classic Cars,65.01,S11_5215,Williams Group,+1-774-410-8793,956 Phyllis Villages,Suite 688,Loganfurt,CA,11060,British Indian Ocean Territory (Chagos Archipelago),LATAM,Sanchez,Connie,Medium,Credit Card
19706,14,128.24,4,1805.78,2025-01-17,In Process,1,1,2025,Ships,124.71,S71_6421,"Chavez, Lopez and Gutierrez",2192328344,80825 James Mountains,Apt. 795,Hartmouth,KY,33755,Palestinian Territory,LATAM,Harris,Annette,Small,PayPal
28225,34,44.4,8,1530.61,2025-06-04,Resolved,2,6,2025,Motorcycles,37.67,S95_7933,"Briggs, Freeman and Kaiser",662.870.1112x50199,11878 Wilson Row,Suite 339,Chadfort,GU,9229,Greece,EMEA,Davis,Christopher,Small,Bank Transfer
23749,34,84.34,5,2822.17,2025-04-09,On Hold,2,4,2025,Classic Cars,83.77,S54_1023,"Roberts, Roach and Cox",(449)634-9245x3875,7355 Joshua Terrace,Suite 825,Lake Michael,PA,72529,Cook Islands,LATAM,Freeman,Sherri,Medium,Credit Card
17169,13,89.07,10,1136.91,2025-04-22,Shipped,2,4,2025,Ships,96.63,S70_4932,Gonzales PLC,209-979-7361,6737 Ashley Extensions Suite 844,Apt. 451,Port Austin,VA,13263,Luxembourg,EMEA,Oconnell,Nicholas,Small,Bank Transfer
25135,93,59.16,5,5436.85,2025-04-22,Shipped,2,4,2025,Trucks and Buses,49.77,S42_7492,Hebert-Flowers,304.649.6248,3557 Lambert Lakes Apt. 114,Suite 598,Ginaport,ME,17651,Fiji,APAC,Adkins,Michael,Large,Credit Card
16938,38,119.73,6,4615.64,2025-06-06,Shipped,2,6,2025,Classic Cars,111.38,S23_8763,Wilson Group,+1-371-702-7209x958,70287 Roach Junction,Apt. 790,Robersonside,AL,10795,Lao People's Democratic Republic,EMEA,Alvarez,Tara,Medium,Cash
12586,41,60.37,2,2365.37,2025-04-16,In Process,2,4,2025,Motorcycles,65.21,S25_4748,Wood-Griffin,001-256-602-7353,5987 Mendez Summit Suite 581,Suite 813,East Katieville,OH,53294,Costa Rica,LATAM,Strickland,Max,Medium,Bank Transfer
20293,6,111.14,4,597.55,2025-06-03,Shipped,2,6,2025,Planes,113.58,S71_3786,Adams LLC,792-235-1190x5619,26435 Jack Crossing Apt. 739,Suite 693,Kathleenview,DC,49243,Zimbabwe,LATAM,Davis,Amanda,Small,Bank Transfer
15866,6,106.9,1,627.36,2025-03-22,In Process,1,3,2025,Vintage Cars,121.79,S93_3710,Camacho Group,+1-648-215-4093,537 Joseph Drive,Apt. 171,South Ryanmouth,LA,36256,Cambodia,LATAM,Carr,Julie,Small,PayPal
20560,89,71.7,7,6297.3,2025-06-08,Shipped,2,6,2025,Trucks and Buses,69.83,S60_2213,Miller Group,+1-293-565-7689x318,2841 Ellen Knolls Apt. 509,Suite 114,Adkinschester,NM,54634,French Southern Territories,APAC,Phillips,Jonathan,Large,PayPal
23515,22,89.38,3,1928.59,2025-01-24,Shipped,1,1,2025,Classic Cars,80.79,S25_2758,Simpson Ltd,(326)348-5997,8158 Chad Club Apt. 294,Suite 996,South Tinamouth,KY,52937,Vanuatu,EMEA,Stokes,Joseph,Small,PayPal
17139,95,57.38,4,5317.14,2025-03-29,Shipped,1,3,2025,Trucks and Buses,55.1,S21_9537,House-Blair,(930)596-8772x536,85141 Ryan Mill Apt. 803,Suite 699,Ginahaven,PA,21522,Germany,EMEA,Hunter,Debra,Large,Credit Card
23812,40,53.32,6,2003.36,2025-04-28,Cancelled,2,4,2025,Motorcycles,62.6,S84_6537,Torres and Sons,740-817-4268,426 Eduardo Station Apt. 796,Suite 381,Lake Tammy,OH,78902,Panama,EMEA,Guerra,Dominique,Medium,Credit Card
21473,39,80.19,6,2971.57,2025-06-16,In Process,2,6,2025,Classic Cars,83.09,S69_4535,"Morton, Diaz and Jordan",001-993-243-7361x62246,1709 Valencia Keys,Apt. 721,Micheletown,MP,86220,Palestinian Territory,LATAM,Stone,Sarah,Medium,Credit Card
16478,10,122.53,6,1305.52,2025-01-19,Shipped,1,1,2025,Planes,114.51,S69_7253,Brown-Kent,399-382-1321x5108,43394 Massey Port,Suite 179,Wandastad,IN,34167,France,APAC,Parks,Christine,Small,Bank Transfer
16955,13,30.45,10,351.57,2025-01-31,Shipped,1,1,2025,Trains,30.55,S27_5419,Vaughan PLC,(430)753-3130x5249,6921 Jones Islands,Suite 629,Richardport,PR,83571,Saudi Arabia,EMEA,Short,Holly,Small,Credit Card
25797,67,55.39,10,3702.3,2025-01-02,Resolved,1,1,2025,Trucks and Buses,50.82,S72_8263,Fisher-Bailey,6846234277,4915 Salas Circles Apt. 588,Suite 827,West Emilyburgh,ME,945,Slovenia,EMEA,Macdonald,Jodi,Medium,Credit Card
16683,59,73.59,5,4247.12,2025-03-29,On Hold,1,3,2025,Motorcycles,73.18,S98_3834,"White, Morrow and Richards",450.388.3234x380,3340 Dominguez Mountain Apt. 885,Apt. 875,Woodview,PA,69841,Poland,EMEA,Terry,Thomas,Medium,Credit Card
16079,28,98.54,8,2796.0,2025-01-15,Shipped,1,1,2025,Classic Cars,81.81,S58_5555,"Zamora, Williams and Gray",224-383-0696x0622,0422 Keith Trace Apt. 667,Apt. 478,New Isaacfort,AL,92836,South Georgia and the South Sandwich Islands,EMEA,Bernard,Tracey,Medium,Credit Card
15740,40,50.32,7,1961.88,2025-04-30,In Process,2,4,2025,Motorcycles,54.92,S30_5215,"Brown, Hampton and Palmer",709.357.8134x7991,985 Johnson Ville,Suite 220,Dianaberg,NC,69220,Montenegro,LATAM,Valentine,Jennifer,Small,Credit Card
26826,19,91.93,2,1630.93,2025-01-07,In Process,1,1,2025,Ships,89.73,S57_4768,Hunt-Harrison,+1-784-924-4694x2125,7729 Christopher Courts Suite 820,Suite 160,Loristad,VT,75608,Cuba,EMEA,Zamora,Katherine,Small,Credit Card
16246,19,120.49,6,2248.45,2025-05-28,Shipped,2,5,2025,Ships,118.86,S28_7199,Conner-Johnson,(568)801-1076x04351,0240 Shaffer Fall,Suite 766,Sarahland,UT,48250,Syrian Arab Republic,LATAM,Wood,Charles,Medium,Bank Transfer
27635,31,78.78,9,2482.29,2025-04-12,Shipped,2,4,2025,Motorcycles,87.1,S74_2815,Peterson PLC,849.934.2227,851 Alicia Common,Apt. 337,Shepherdfort,DC,77649,Central African Republic,APAC,Jimenez,Amanda,Medium,Bank Transfer
12434,52,79.78,3,4040.95,2025-03-20,Shipped,1,3,2025,Motorcycles,63.86,S21_9652,Moore-Monroe,(403)911-0940x0423,34308 Smith Knolls,Apt. 369,Alyssaberg,LA,99770,Greenland,LATAM,Walker,Christopher,Medium,Bank Transfer
13083,89,74.93,4,6685.42,2025-01-18,In Process,1,1,2025,Trucks and Buses,65.38,S59_7693,Mckay LLC,+1-502-393-3743x25084,935 Miller Trail,Apt. 080,Mccormickberg,NC,63898,Eritrea,LATAM,Summers,Philip,Large,PayPal
27185,49,78.64,4,3852.16,2025-01-31,Shipped,1,1,2025,Classic Cars,75.43,S91_1932,Dennis-Wheeler,653.233.7616,2130 Vanessa Street Apt. 336,Apt. 206,Brownberg,OK,57388,Oman,EMEA,Lee,Valerie,Medium,Credit Card
28549,50,62.45,4,3178.61,2025-03-27,In Process,1,3,2025,Motorcycles,64.79,S33_4900,"Green, Santos and Smith",240-248-6271x657,00283 Dixon Parkways,Apt. 050,Louismouth,VA,46652,Iran,APAC,Hunt,Raven,Medium,PayPal
24692,19,34.12,1,527.49,2025-06-10,In Process,2,6,2025,Trains,37.94,S99_7892,Price-Anthony,736.245.3111x768,12493 Linda Locks Suite 209,Apt. 552,Kimberlyfurt,WY,88160,Netherlands Antilles,LATAM,Sweeney,Anthony,Small,Bank Transfer
